pub_date;amnt_base;amnt_trade;id;price;type;user;
20 הוךאבנÿ 2017 ד. 17:15:05;26.7160950000;0.0574540000;422345;464.9997389216;buy;UrsulDima;
20 הוךאבנÿ 2017 ד. 16:45:05;2.5209170000;0.0061940000;421812;406.9933806910;buy;Matro;
20 הוךאבנÿ 2017 ד. 16:45:05;2.5209170000;0.0061940000;421811;406.9933806910;sell;JaneDavis;
20 הוךאבנÿ 2017 ד. 17:47:24;18.5960000000;0.0400000000;423152;464.9000000000;sell;Matro;
20 הוךאבנÿ 2017 ד. 17:47:24;18.5960000000;0.0400000000;423151;464.9000000000;buy;simple;
20 הוךאבנÿ 2017 ד. 19:03:34;23.1116600000;0.0569250000;425454;406.0019323671;buy;yura19831603;
20 הוךאבנÿ 2017 ד. 19:03:34;23.1116600000;0.0569250000;425453;406.0019323671;sell;UrsulDima;
20 הוךאבנÿ 2017 ד. 18:41:36;407.0000000000;1.0000000000;424792;407.0000000000;buy;sereduk74;
20 הוךאבנÿ 2017 ד. 18:41:36;407.0000000000;1.0000000000;424791;407.0000000000;sell;UrsulDima;
21 הוךאבנÿ 2017 ד. 1:05:51;511.7919150000;1.1056210000;433778;462.8999584849;sell;Matro;
21 הוךאבנÿ 2017 ד. 1:05:51;511.7919150000;1.1056210000;433777;462.8999584849;buy;REMGR;
21 הוךאבנÿ 2017 ד. 2:27:08;463.0000000000;1.0000000000;434150;463.0000000000;sell;seregatarasyk;
21 הוךאבנÿ 2017 ד. 2:27:07;463.0000000000;1.0000000000;434149;463.0000000000;buy;SubotaSerhiy;
21 הוךאבנÿ 2017 ד. 5:11:34;156.5018610000;0.3380900000;434844;462.9000000000;buy;REMGR;
21 הוךאבנÿ 2017 ד. 5:11:34;156.5018610000;0.3380900000;434843;462.9000000000;sell;kryanya;
21 הוךאבנÿ 2017 ד. 7:03:55;157.3860000000;0.3400000000;435524;462.9000000000;buy;REMGR;
21 הוךאבנÿ 2017 ד. 7:03:55;157.3860000000;0.3400000000;435523;462.9000000000;sell;Ryslan1582;
21 הוךאבנÿ 2017 ד. 8:30:34;1534.8254950000;3.3156740000;436506;462.9000001206;buy;REMGR;
21 הוךאבנÿ 2017 ד. 8:30:34;1534.8254950000;3.3156740000;436505;462.9000001206;sell;seregatarasyk;
21 הוךאבנÿ 2017 ד. 12:27:24;0.4663170000;0.0010100000;441432;461.7000000000;buy;sanyok523;
21 הוךאבנÿ 2017 ד. 12:27:24;0.4663170000;0.0010100000;441431;461.7000000000;sell;kameta;
21 הוךאבנÿ 2017 ד. 12:27:24;18.5141700000;0.0401000000;441430;461.7000000000;buy;maluk;
21 הוךאבנÿ 2017 ד. 12:27:24;18.5141700000;0.0401000000;441429;461.7000000000;sell;kameta;
21 הוךאבנÿ 2017 ד. 15:04:40;1952.8800000000;4.2453910000;445142;460.0000329769;sell;seregatarasyk;
21 הוךאבנÿ 2017 ד. 15:04:40;1952.8800000000;4.2453910000;445141;460.0000329769;buy;rapiscan;
21 הוךאבנÿ 2017 ד. 15:52:14;46.0000000000;0.1000000000;446178;460.0000000000;sell;seregatarasyk;
21 הוךאבנÿ 2017 ד. 15:52:14;46.0000000000;0.1000000000;446177;460.0000000000;buy;wansalewan;
21 הוךאבנÿ 2017 ד. 20:34:58;41.2010000000;0.1000000000;453936;412.0100000000;sell;alexandrraizer;
21 הוךאבנÿ 2017 ד. 20:34:58;41.2010000000;0.1000000000;453935;412.0100000000;buy;danilstepanenko;
21 הוךאבנÿ 2017 ד. 20:06:26;194.1104500000;0.5467900000;453358;355.0000000000;buy;NIKOLAY22;
21 הוךאבנÿ 2017 ד. 20:06:26;194.1104500000;0.5467900000;453357;355.0000000000;sell;gkniazkov;
21 הוךאבנÿ 2017 ד. 20:05:46;720.0000000000;2.0000000000;453342;360.0000000000;buy;Lexir;
21 הוךאבנÿ 2017 ד. 20:05:46;720.0000000000;2.0000000000;453341;360.0000000000;sell;gkniazkov;
21 הוךאבנÿ 2017 ד. 20:05:00;370.0000000000;1.0000000000;453324;370.0000000000;buy;sereduk74;
21 הוךאבנÿ 2017 ד. 20:05:00;370.0000000000;1.0000000000;453323;370.0000000000;sell;gkniazkov;
21 הוךאבנÿ 2017 ד. 20:04:54;400.0000000000;1.0000000000;453316;400.0000000000;buy;sereduk74;
21 הוךאבנÿ 2017 ד. 20:04:54;400.0000000000;1.0000000000;453315;400.0000000000;sell;gkniazkov;
21 הוךאבנÿ 2017 ד. 19:44:19;219.2461770000;0.5321380000;452884;412.0099992859;buy;Theurvaeth;
21 הוךאבנÿ 2017 ד. 19:44:19;219.2461770000;0.5321380000;452883;412.0099992859;sell;alexandrraizer;
21 הוךאבנÿ 2017 ד. 23:36:08;10.4890460000;0.0270720000;456872;387.4499852246;sell;alexandrraizer;
21 הוךאבנÿ 2017 ד. 23:36:08;10.4890460000;0.0270720000;456871;387.4499852246;buy;Becs;
21 הוךאבנÿ 2017 ד. 23:18:11;125.0031780000;0.3387620000;456674;369.0000000000;sell;Lexir;
21 הוךאבנÿ 2017 ד. 23:18:11;125.0031780000;0.3387620000;456673;369.0000000000;buy;miffka;
21 הוךאבנÿ 2017 ד. 23:18:07;9.9999000000;0.0271000000;456672;369.0000000000;sell;Lexir;
21 הוךאבנÿ 2017 ד. 23:18:07;9.9999000000;0.0271000000;456671;369.0000000000;buy;alexandrraizer;
21 הוךאבנÿ 2017 ד. 23:13:46;516.6000000000;1.4000000000;456620;369.0000000000;sell;Lexir;
21 הוךאבנÿ 2017 ד. 23:13:46;516.6000000000;1.4000000000;456619;369.0000000000;buy;miffka;
21 הוךאבנÿ 2017 ד. 22:35:42;96.0551870000;0.2331380000;456168;412.0099983701;buy;Gromov48;
21 הוךאבנÿ 2017 ד. 22:35:42;96.0551870000;0.2331380000;456167;412.0099983701;sell;Lexir;
21 הוךאבנÿ 2017 ד. 21:55:11;920.0000000000;2.0000000000;455302;460.0000000000;sell;seregatarasyk;
21 הוךאבנÿ 2017 ד. 21:55:11;920.0000000000;2.0000000000;455301;460.0000000000;buy;levmelnichuk;
21 הוךאבנÿ 2017 ד. 21:35:16;316.3668230000;0.7678620000;454914;412.0100004949;sell;alexandrraizer;
21 הוךאבנÿ 2017 ד. 21:35:16;316.3668230000;0.7678620000;454913;412.0100004949;buy;Gromov48;
21 הוךאבנÿ 2017 ד. 23:45:07;10.0008510000;0.0227290000;457070;440.0040036957;sell;Becs;
21 הוךאבנÿ 2017 ד. 23:45:07;10.0008510000;0.0227290000;457069;440.0040036957;buy;alexandrraizer;
21 הוךאבנÿ 2017 ד. 23:45:07;0.0003490000;0.0000010000;457067;349.0000000000;buy;alexandrraizer;
22 הוךאבנÿ 2017 ד. 0:43:39;430.0000000000;1.0000000000;457948;430.0000000000;sell;Lexir;
22 הוךאבנÿ 2017 ד. 0:43:39;430.0000000000;1.0000000000;457947;430.0000000000;buy;Atmav;
22 הוךאבנÿ 2017 ד. 0:29:31;0.4610000000;0.0010720000;457796;430.0373134328;sell;Lexir;
22 הוךאבנÿ 2017 ד. 0:29:31;0.4610000000;0.0010720000;457795;430.0373134328;buy;kameta;
22 הוךאבנÿ 2017 ד. 0:25:42;74.2568220000;0.2012380000;457744;369.0000000000;buy;miffka;
22 הוךאבנÿ 2017 ד. 0:25:42;74.2568220000;0.2012380000;457743;369.0000000000;sell;kameta;
22 הוךאבנÿ 2017 ד. 0:24:45;370.0000000000;1.0000000000;457728;370.0000000000;buy;Lexir;
22 הוךאבנÿ 2017 ד. 0:24:45;370.0000000000;1.0000000000;457727;370.0000000000;sell;kameta;
22 הוךאבנÿ 2017 ד. 4:43:05;0.4290000000;0.0010000000;459318;429.0000000000;buy;kameta;
22 הוךאבנÿ 2017 ד. 4:43:05;0.4290000000;0.0010000000;459317;429.0000000000;sell;rumyn1112;
22 הוךאבנÿ 2017 ד. 15:00:42;553.4752300000;1.4958790000;473284;370.0000000000;buy;AndriiKukurudza;
22 הוךאבנÿ 2017 ד. 15:00:42;553.4752300000;1.4958790000;473283;370.0000000000;sell;tolkoton81;
22 הוךאבנÿ 2017 ד. 15:00:36;760.0000000000;2.0000000000;473280;380.0000000000;buy;Aleksmar;
